instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,Unnamed: 0,atemp,hum,windspeed,casual,registered,cnt,date
377,,1,0,1,4,True,1,2,0.18,376,0.197,0.43,0.1343,1,2,3,
378,,1,0,1,5,True,1,2,0.18,377,0.197,0.43,0.1642,0,1,1,
379,,1,0,1,6,True,1,2,0.18,378,0.1818,0.43,0.194,0,5,5,
380,,1,0,1,7,True,1,2,0.16,379,0.1818,0.5,0.1343,4,9,13,
381,,1,0,1,8,True,1,2,0.16,380,0.1515,0.47,0.2239,3,30,33,
382,,1,0,1,9,True,1,2,0.16,381,0.1515,0.47,0.2239,8,39,47,
383,,1,0,1,10,True,1,2,0.16,382,0.1515,0.5,0.2537,7,50,57,
384,,1,0,1,11,True,1,2,0.16,383,0.1515,0.55,0.194,9,55,64,
385,,1,0,1,12,True,1,2,0.18,384,0.197,0.47,0.1343,10,70,80,
386,,1,0,1,13,True,1,2,0.18,385,0.197,0.47,0.1343,13,80,93,
387,,1,0,1,14,True,1,2,0.18,386,0.2121,0.43,0.1045,12,74,86,
388,,1,0,1,15,True,1,2,0.2,387,0.2121,0.47,0.1642,21,72,93,
389,,1,0,1,16,True,1,2,0.2,388,0.2121,0.47,0.1642,6,76,82,
390,,1,0,1,17,True,1,1,0.2,389,0.197,0.51,0.194,4,67,71,
391,,1,0,1,18,True,1,2,0.18,390,0.1667,0.55,0.2537,7,85,92,
392,,1,0,1,19,True,1,3,0.18,391,0.1818,0.59,0.194,2,58,60,
393,,1,0,1,20,True,1,3,0.16,392,0.1515,0.8,0.194,4,29,33,
394,,1,0,1,21,True,1,3,0.16,393,0.1515,0.8,0.194,3,24,27,
395,,1,0,1,22,True,1,3,0.14,394,0.1212,0.93,0.2537,0,13,13,
396,,1,0,1,23,True,1,3,0.16,395,0.1364,0.86,0.2836,1,3,4,
397,,1,0,1,12,False,2,2,0.2,396,0.1818,0.86,0.3284,0,3,3,
398,,1,0,1,13,False,2,2,0.2,397,0.197,0.86,0.2239,0,22,22,
399,,1,0,1,14,False,2,2,0.22,398,0.2273,0.8,0.1642,2,26,28,
400,,1,0,1,15,False,2,2,0.22,399,0.2273,0.87,0.1642,3,32,35,
401,,1,0,1,16,False,2,2,0.22,400,0.2273,0.87,0.194,0,61,61,
402,,1,0,1,17,False,2,2,0.22,401,0.2273,0.82,0.194,1,124,125,
403,,1,0,1,18,False,2,2,0.22,402,0.2273,0.8,0.1642,1,132,133,
404,,1,0,1,19,False,2,2,0.22,403,0.2273,0.8,0.1343,1,98,99,
405,,1,0,1,20,False,2,2,0.22,404,0.2727,0.87,0.0,0,83,83,
406,,1,0,1,21,False,2,2,0.22,405,0.2424,0.93,0.1045,0,41,41,
407,,1,0,1,22,False,2,2,0.22,406,0.2576,0.93,0.0896,0,33,33,
408,,1,0,1,23,False,2,2,0.22,407,0.2727,0.93,0.0,1,19,20,
409,,1,0,1,0,False,3,2,0.22,408,0.2727,0.93,0.0,0,3,3,
410,,1,0,1,1,False,3,3,0.22,409,0.2273,0.93,0.1343,1,6,7,
411,,1,0,1,2,False,3,3,0.22,410,0.2273,0.93,0.1343,0,3,3,
412,,1,0,1,4,False,3,3,0.22,411,0.2273,0.93,0.1343,1,1,2,
413,,1,0,1,5,False,3,2,0.22,412,0.2576,0.93,0.0896,0,7,7,
414,,1,0,1,6,False,3,2,0.22,413,0.2576,0.93,0.0896,0,32,32,
415,,1,0,1,7,False,3,2,0.24,414,0.2576,0.92,0.1045,1,89,90,
416,,1,0,1,8,False,3,2,0.24,415,0.2576,0.93,0.1045,1,196,197,
417,,1,0,1,9,False,3,2,0.24,416,0.2576,0.93,0.1045,2,107,109,
418,,1,0,1,10,False,3,2,0.26,417,0.2727,0.93,0.1343,1,46,47,
419,,1,0,1,11,False,3,2,0.28,418,0.303,0.87,0.0896,5,47,52,
420,,1,0,1,12,False,3,2,0.3,419,0.3182,0.81,0.0896,5,65,70,
421,,1,0,1,13,False,3,1,0.4,420,0.4091,0.62,0.2836,11,67,78,
422,,1,0,1,14,False,3,1,0.4,421,0.4091,0.58,0.2537,7,68,75,
423,,1,0,1,15,False,3,1,0.4,422,0.4091,0.54,0.2836,4,78,82,
424,,1,0,1,16,False,3,1,0.38,423,0.3939,0.58,0.3881,10,94,104,
425,,1,0,1,17,False,3,1,0.36,424,0.3333,0.57,0.3284,7,190,197,
426,,1,0,1,18,False,3,1,0.34,425,0.3182,0.61,0.2836,5,156,161,
427,,1,0,1,19,False,3,1,0.32,426,0.2879,0.57,0.4179,4,108,112,
428,,1,0,1,20,False,3,1,0.32,427,0.303,0.49,0.2985,2,74,76,
429,,1,0,1,21,False,3,1,0.32,428,0.2879,0.49,0.4179,4,55,59,
430,,1,0,1,22,False,3,1,0.3,429,0.303,0.52,0.1642,6,53,59,
431,,1,0,1,23,False,3,1,0.3,430,0.2727,0.52,0.4627,1,27,28,
432,,1,0,1,0,False,4,1,0.26,431,0.2273,0.56,0.3881,5,8,13,
433,,1,0,1,1,False,4,1,0.26,432,0.2727,0.56,0.0,2,3,5,
434,,1,0,1,2,False,4,1,0.26,433,0.2727,0.56,0.0,0,2,2,
435,,1,0,1,3,False,4,1,0.26,434,0.2576,0.56,0.1642,0,1,1,
436,,1,0,1,4,False,4,1,0.26,435,0.2576,0.56,0.1642,0,1,1,
437,,1,0,1,5,False,4,1,0.24,436,0.2273,0.6,0.2239,0,6,6,
438,,1,0,1,6,False,4,1,0.22,437,0.2121,0.6,0.2239,0,35,35,
439,,1,0,1,7,False,4,1,0.22,438,0.2121,0.55,0.2239,1,100,101,
440,,1,0,1,8,False,4,1,0.22,439,0.2121,0.55,0.2836,2,247,249,
441,,1,0,1,9,False,4,2,0.24,440,0.2273,0.52,0.2239,3,140,143,
442,,1,0,1,10,False,4,1,0.26,441,0.2273,0.48,0.2985,1,56,57,
443,,1,0,1,11,False,4,2,0.28,442,0.2727,0.45,0.1642,5,63,68,
444,,1,0,1,12,False,4,2,0.3,443,0.3333,0.42,0.0,7,77,84,
445,,1,0,1,13,False,4,2,0.28,444,0.2879,0.45,0.1045,12,86,98,
446,,1,0,1,14,False,4,2,0.3,445,0.303,0.45,0.1343,6,75,81,
447,,1,0,1,15,False,4,2,0.32,446,0.3182,0.45,0.194,8,62,70,
448,,1,0,1,16,False,4,2,0.3,447,0.303,0.49,0.1343,8,83,91,
449,,1,0,1,17,False,4,2,0.3,448,0.3182,0.49,0.1045,8,207,215,
450,,1,0,1,18,False,4,2,0.26,449,0.2576,0.56,0.194,1,184,185,
451,,1,0,1,19,False,4,1,0.26,450,0.2273,0.56,0.3284,6,146,152,
452,,1,0,1,20,False,4,2,0.26,451,0.2424,0.6,0.2836,2,124,126,
453,,1,0,1,21,False,4,2,0.24,452,0.2273,0.6,0.2537,3,54,57,
454,,1,0,1,22,False,4,2,0.24,453,0.2121,0.65,0.2836,0,56,56,
455,,1,0,1,23,False,4,2,0.24,454,0.2121,0.65,0.3284,3,28,31,
456,,1,0,1,0,False,5,2,0.24,455,0.2273,0.7,0.2537,1,20,21,
457,,1,0,1,1,False,5,2,0.24,456,0.2273,0.7,0.2537,0,6,6,
458,,1,0,1,2,False,5,3,0.24,457,0.2424,0.75,0.1642,0,2,2,
459,,1,0,1,3,False,5,3,0.22,458,0.2121,0.8,0.2985,0,1,1,
460,,1,0,1,4,False,5,2,0.22,459,0.2576,0.87,0.0896,0,1,1,
461,,1,0,1,5,False,5,1,0.24,460,0.197,0.6,0.4179,1,4,5,
462,,1,0,1,6,False,5,1,0.22,461,0.2121,0.55,0.2537,0,27,27,
463,,1,0,1,7,False,5,1,0.2,462,0.1818,0.51,0.2836,2,66,68,
464,,1,0,1,8,False,5,1,0.2,463,0.1818,0.47,0.3284,7,210,217,
465,,1,0,1,9,False,5,1,0.2,464,0.1818,0.51,0.3582,7,159,166,
466,,1,0,1,10,False,5,1,0.2,465,0.1667,0.47,0.4627,6,57,63,
467,,1,0,1,11,False,5,1,0.22,466,0.1818,0.41,0.4627,6,53,59,
468,,1,0,1,12,False,5,1,0.22,467,0.1818,0.27,0.5821,11,67,78,
469,,1,0,1,13,False,5,1,0.2,468,0.1515,0.21,0.5821,8,65,73,
470,,1,0,1,14,False,5,1,0.2,469,0.1515,0.25,0.5224,6,56,62,
471,,1,0,1,15,False,5,1,0.16,470,0.1212,0.26,0.4478,4,61,65,
472,,1,0,1,16,False,5,1,0.16,471,0.1364,0.26,0.3582,0,97,97,
473,,1,0,1,17,False,5,1,0.14,472,0.1212,0.28,0.3582,10,151,161,
474,,1,0,1,18,False,5,1,0.12,473,0.1212,0.3,0.2537,1,119,120,
475,,1,0,1,19,False,5,1,0.12,474,0.1061,0.3,0.3284,3,93,96,
476,,1,0,1,20,False,5,1,0.1,475,0.0758,0.33,0.4179,1,52,53,
477,,1,0,1,21,False,5,1,0.08,476,0.0758,0.38,0.2836,0,41,41,
478,,1,0,1,22,False,5,1,0.06,477,0.0303,0.41,0.3881,1,33,34,
479,,1,0,1,23,False,5,1,0.06,478,0.0455,0.38,0.3284,0,27,27,
480,,1,0,1,0,False,6,1,0.04,479,0.0303,0.45,0.2537,0,13,13,
481,,1,0,1,1,False,6,2,0.04,480,0.0,0.41,0.3881,3,9,12,
482,,1,0,1,2,False,6,2,0.04,481,0.0303,0.41,0.2537,0,11,11,
483,,1,0,1,3,False,6,2,0.04,482,0.0303,0.41,0.2836,1,6,7,
484,,1,0,1,4,False,6,2,0.02,483,0.0152,0.48,0.2985,0,3,3,
485,,1,0,1,6,False,6,2,0.02,484,0.0303,0.44,0.2239,0,2,2,
486,,1,0,1,7,False,6,1,0.02,485,0.0152,0.44,0.2836,0,8,8,
487,,1,0,1,8,False,6,1,0.02,486,0.0,0.44,0.3284,1,26,27,
488,,1,0,1,9,False,6,1,0.04,487,0.0303,0.41,0.2537,3,37,40,
489,,1,0,1,10,False,6,2,0.04,488,0.0606,0.41,0.1642,3,50,53,
490,,1,0,1,11,False,6,2,0.06,489,0.0758,0.38,0.1343,4,59,63,
491,,1,0,1,12,False,6,2,0.06,490,0.1061,0.38,0.1045,10,60,70,
492,,1,0,1,13,False,6,1,0.08,491,0.1667,0.35,0.0,12,72,84,
493,,1,0,1,14,False,6,1,0.1,492,0.1364,0.33,0.1045,11,64,75,
494,,1,0,1,15,False,6,1,0.12,493,0.1515,0.28,0.0,10,93,103,
495,,1,0,1,16,False,6,1,0.12,494,0.1364,0.28,0.194,11,72,83,
496,,1,0,1,17,False,6,1,0.12,495,0.197,0.28,0.0,8,59,67,
497,,1,0,1,18,False,6,1,0.08,496,0.0909,0.35,0.194,0,54,54,
498,,1,0,1,19,False,6,1,0.08,497,0.1061,0.35,0.1343,6,53,59,
499,,1,0,1,20,False,6,1,0.06,498,0.0758,0.45,0.1642,1,44,45,
500,,1,0,1,21,False,6,1,0.06,499,0.1061,0.41,0.0896,0,39,39,
501,,1,0,1,22,False,6,1,0.06,500,0.1515,0.49,0.0,7,23,30,
502,,1,0,1,23,False,6,1,0.04,501,0.0758,0.57,0.1045,2,31,33,
503,,1,0,1,0,False,0,1,0.04,502,0.0758,0.57,0.1045,2,20,22,
504,,1,0,1,1,False,0,1,0.04,503,0.0758,0.57,0.1045,1,12,13,
505,,1,0,1,2,False,0,1,0.02,504,0.0606,0.62,0.1343,3,15,18,
506,,1,0,1,3,False,0,1,0.02,505,0.0606,0.62,0.1343,1,4,5,
507,,1,0,1,5,False,0,2,0.04,506,0.0758,0.57,0.1045,0,3,3,
508,,1,0,1,6,False,0,2,0.04,507,0.0758,0.57,0.1045,0,1,1,
509,,1,0,1,7,False,0,1,0.08,508,0.1061,0.58,0.1642,1,1,2,
510,,1,0,1,8,False,0,1,0.06,509,0.0758,0.62,0.1642,2,17,19,
511,,1,0,1,9,False,0,1,0.1,510,0.0758,0.54,0.3582,3,25,28,
512,,1,0,1,10,False,0,1,0.14,511,0.1061,0.46,0.3881,7,51,58,
513,,1,0,1,11,False,0,1,0.14,512,0.1364,0.43,0.2239,22,77,99,
514,,1,0,1,12,False,0,1,0.16,513,0.1212,0.37,0.4627,24,92,116,
515,,1,0,1,13,False,0,1,0.14,514,0.1061,0.33,0.3881,12,75,87,
516,,1,0,1,14,False,0,1,0.16,515,0.1364,0.28,0.3582,17,93,110,
517,,1,0,1,15,False,0,1,0.16,516,0.1364,0.28,0.3582,13,64,77,
518,,1,0,1,16,False,0,1,0.16,517,0.1364,0.26,0.3284,9,56,65,
519,,1,0,1,17,False,0,1,0.14,518,0.1061,0.26,0.3881,5,50,55,
520,,1,0,1,18,False,0,1,0.12,519,0.1212,0.3,0.2537,5,44,49,
521,,1,0,1,19,False,0,1,0.12,520,0.1212,0.3,0.2836,5,45,50,
522,,1,0,1,20,False,0,1,0.1,521,0.1061,0.36,0.2537,4,31,35,
523,,1,0,1,21,False,0,1,0.1,522,0.1061,0.36,0.194,5,20,25,
524,,1,0,1,22,False,0,1,0.08,523,0.0909,0.38,0.194,5,23,28,
525,,1,0,1,23,False,0,1,0.06,524,0.0606,0.41,0.2239,4,17,21,
526,,1,0,1,0,False,1,1,0.06,525,0.0606,0.41,0.194,0,7,7,
527,,1,0,1,1,False,1,1,0.04,526,0.0455,0.45,0.194,0,1,1,
528,,1,0,1,3,False,1,1,0.04,527,0.0303,0.45,0.2537,0,1,1,
529,,1,0,1,4,False,1,1,0.02,528,0.0606,0.48,0.1343,0,1,1,
530,,1,0,1,5,False,1,1,0.02,529,0.0606,0.48,0.1343,0,5,5,
531,,1,0,1,6,False,1,1,0.02,530,0.0758,0.48,0.0896,0,15,15,
532,,1,0,1,7,False,1,1,0.02,531,0.1212,0.48,0.0,5,79,84,
533,,1,0,1,8,False,1,1,0.04,532,0.1364,0.49,0.0,6,171,177,
534,,1,0,1,9,False,1,1,0.06,533,0.1515,0.41,0.0,4,98,102,
535,,1,0,1,10,False,1,1,0.1,534,0.1364,0.42,0.0,6,34,40,
536,,1,0,1,11,False,1,1,0.1,535,0.1212,0.46,0.1343,3,43,46,
537,,1,0,1,12,False,1,2,0.12,536,0.1364,0.42,0.194,11,52,63,
538,,1,0,1,13,False,1,2,0.14,537,0.1364,0.43,0.2239,6,54,60,
539,,1,0,1,14,False,1,2,0.14,538,0.1364,0.46,0.2239,2,43,45,
540,,1,0,1,15,False,1,1,0.16,539,0.1667,0.4,0.1642,7,50,57,
541,,1,0,1,16,False,1,1,0.16,540,0.1515,0.47,0.2537,4,66,70,
542,,1,0,1,17,False,1,1,0.14,541,0.1212,0.5,0.2537,6,178,184,
543,,1,0,1,18,False,1,1,0.14,542,0.1364,0.59,0.194,8,145,153,
544,,1,0,1,19,False,1,1,0.14,543,0.1515,0.54,0.1642,5,101,106,
545,,1,0,1,20,False,1,1,0.14,544,0.1364,0.59,0.194,1,80,81,
546,,1,0,1,21,False,1,1,0.14,545,0.1515,0.63,0.1642,6,53,59,
547,,1,0,1,22,False,1,2,0.14,546,0.1364,0.63,0.2239,3,32,35,
548,,1,0,1,23,False,1,2,0.16,547,0.1515,0.64,0.2537,3,21,24,
549,,1,0,1,0,False,2,2,0.16,548,0.1364,0.69,0.2836,3,6,9,
550,,1,0,1,1,False,2,2,0.16,549,0.1667,0.69,0.1642,0,5,5,
551,,1,0,1,2,False,2,1,0.16,550,0.1515,0.69,0.2239,0,2,2,
552,,1,0,1,4,False,2,1,0.14,551,0.1667,0.74,0.1045,0,1,1,
553,,1,0,1,5,False,2,1,0.14,552,0.1364,0.74,0.2239,0,9,9,
554,,1,0,1,6,False,2,1,0.16,553,0.1818,0.74,0.1045,1,35,36,
555,,1,0,1,7,False,2,1,0.16,554,0.1515,0.74,0.2239,5,103,108,
556,,1,0,1,8,False,2,2,0.16,555,0.1818,0.74,0.1343,5,233,238,
557,,1,0,1,9,False,2,2,0.2,556,0.2273,0.64,0.0896,10,134,144,
558,,1,0,1,10,False,2,2,0.22,557,0.2424,0.6,0.1045,6,49,55,
559,,1,0,1,11,False,2,2,0.24,558,0.2424,0.6,0.1343,6,55,61,
560,,1,0,1,12,False,2,2,0.26,559,0.2879,0.56,0.0896,21,85,106,
561,,1,0,1,13,False,2,2,0.26,560,0.2727,0.56,0.1343,21,72,93,
562,,1,0,1,14,False,2,2,0.3,561,0.3333,0.45,0.0,11,57,68,
563,,1,0,1,15,False,2,2,0.32,562,0.3485,0.42,0.0,21,63,84,
564,,1,0,1,16,False,2,2,0.32,563,0.3485,0.42,0.0,14,102,116,
565,,1,0,1,17,False,2,1,0.3,564,0.3333,0.45,0.0,14,208,222,
566,,1,0,1,18,False,2,2,0.3,565,0.3182,0.49,0.0896,7,218,225,
567,,1,0,1,19,False,2,2,0.26,566,0.2576,0.65,0.1642,13,133,146,
568,,1,0,1,20,False,2,1,0.24,567,0.2273,0.65,0.194,16,103,119,
569,,1,0,1,21,False,2,1,0.24,568,0.2273,0.65,0.194,5,40,45,
570,,1,0,1,22,False,2,1,0.22,569,0.2273,0.64,0.1642,4,49,53,
571,,1,0,1,23,False,2,2,0.22,570,0.2273,0.64,0.1642,3,37,40,
572,,1,0,1,0,False,3,2,0.22,571,0.2273,0.69,0.1343,3,14,17,
573,,1,0,1,1,False,3,2,0.24,572,0.2424,0.65,0.1343,0,5,5,
574,,1,0,1,2,False,3,3,0.22,573,0.2273,0.69,0.194,3,7,10,
575,,1,0,1,5,False,3,3,0.2,574,0.1818,0.86,0.2836,0,1,1,
576,,1,0,1,6,False,3,3,0.2,575,0.1818,0.86,0.2836,0,8,8,
577,,1,0,1,7,False,3,3,0.22,576,0.2121,0.87,0.2985,1,29,30,
578,,1,0,1,8,False,3,3,0.22,577,0.2121,0.87,0.2985,3,69,72,
579,,1,0,1,9,False,3,3,0.22,578,0.2121,0.87,0.2985,3,55,58,
580,,1,0,1,10,False,3,3,0.22,579,0.2121,0.93,0.2836,2,26,28,
581,,1,0,1,11,False,3,3,0.22,580,0.197,0.93,0.3284,6,35,41,
582,,1,0,1,12,False,3,3,0.22,581,0.197,0.93,0.3284,7,41,48,
583,,1,0,1,13,False,3,3,0.22,582,0.197,0.93,0.3284,4,43,47,
584,,1,0,1,14,False,3,3,0.22,583,0.197,0.93,0.3582,0,36,36,
585,,1,0,1,15,False,3,3,0.22,584,0.1818,0.93,0.4627,1,42,43,
586,,1,0,1,16,False,3,4,0.22,585,0.197,0.93,0.3284,1,35,36,
587,,1,0,1,17,False,3,3,0.2,586,0.1818,0.93,0.3582,0,26,26,
588,,1,0,1,16,False,4,1,0.22,587,0.2273,0.55,0.194,1,23,24,
589,,1,0,1,17,False,4,1,0.22,588,0.2424,0.55,0.1045,2,82,84,
590,,1,0,1,18,False,4,1,0.2,589,0.2273,0.69,0.0896,3,101,104,
591,,1,0,1,19,False,4,1,0.2,590,0.2273,0.69,0.0896,3,76,79,
592,,1,0,1,20,False,4,1,0.18,591,0.2121,0.74,0.0896,4,55,59,
593,,1,0,1,21,False,4,1,0.18,592,0.2121,0.74,0.0896,2,36,38,
594,,1,0,1,22,False,4,1,0.18,593,0.2121,0.74,0.0896,0,27,27,
595,,1,0,1,23,False,4,1,0.18,594,0.197,0.8,0.1642,0,16,16,
596,,1,0,1,0,False,5,2,0.2,595,0.2121,0.75,0.1343,0,9,9,
597,,1,0,1,1,False,5,2,0.2,596,0.2121,0.75,0.1343,1,2,3,
598,,1,0,1,2,False,5,2,0.2,597,0.2121,0.75,0.1642,0,2,2,
599,,1,0,1,3,False,5,2,0.2,598,0.2273,0.75,0.1045,1,0,1,
600,,1,0,1,5,False,5,2,0.18,599,0.2121,0.8,0.1045,0,4,4,
601,,1,0,1,6,False,5,2,0.18,600,0.197,0.8,0.1343,0,16,16,
602,,1,0,1,7,False,5,2,0.16,601,0.197,0.86,0.0896,2,58,60,
603,,1,0,1,8,False,5,2,0.16,602,0.197,0.86,0.0896,2,155,157,
604,,1,0,1,9,False,5,3,0.18,603,0.2121,0.86,0.0896,6,95,101,
605,,1,0,1,10,False,5,3,0.18,604,0.2121,0.86,0.1045,0,49,49,
606,,1,0,1,11,False,5,3,0.18,605,0.2121,0.93,0.1045,0,30,30,
607,,1,0,1,12,False,5,3,0.18,606,0.2121,0.93,0.1045,1,28,29,
608,,1,0,1,13,False,5,3,0.18,607,0.2121,0.93,0.1045,0,31,31,
609,,1,0,1,14,False,5,3,0.22,608,0.2727,0.8,0.0,2,36,38,
610,,1,0,1,15,False,5,2,0.2,609,0.2576,0.86,0.0,1,40,41,
